rating,int_action_text,acc_action_text
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.029702970266666854,-0.05742574253333345
0.0,-0.1101980183591975,-0.21304950222707092
0.0,-0.16960395889253121,-0.3279009872937378
0.0,-0.22900989942586436,-0.44275247236040444
0.0,-0.2884158399591978,-0.5576039574270711
0.0,-0.34782178049253104,-0.6724554424937378
0.0,-0.3706732678727662,-0.7873069275604045
0.0,-0.3060198037802355,-0.861386138
0.0,-0.20304950671356864,-0.861386138
0.0,-0.10007920964690185,-0.861386138
0.0,0.002891087419764773,-0.861386138
0.0,0.1058613844864314,-0.861386138
0.0,0.20883168155309817,-0.861386138
0.0,0.3118019786197652,-0.861386138
0.0,0.32673267400000017,-0.861386138
0.0,0.32673267400000017,-0.861386138
0.0,0.32673267400000017,-0.861386138
0.0,0.32673267400000017,-0.861386138
0.0,0.2522376262788656,-0.8297821785196401
0.0,0.16510891321219914,-0.7928184822529734
0.0,0.07798020014553188,-0.7558547859863066
0.0,-0.009148512921134255,-0.7188910897196402
0.0,-0.0962772259878011,-0.6819273934529734
0.0,-0.18340593905446767,-0.6449636971863066
0.0,-0.27053465212113453,-0.6080000009196399
0.0,-0.326732674,-0.584158416
0.0,-0.326732674,-0.584158416
0.0,-0.30048845121128,-0.5982178210079097
0.0,-0.22656105841127952,-0.6378217812745767
0.0,-0.15263366561127953,-0.6774257415412432
0.0,-0.09932673354003611,-0.7114059398426125
0.0,-0.0834851492733695,-0.7351683161092791
0.0,-0.07982838269284684,-0.764554454341243
0.0,-0.09831023069284683,-0.8041584146079097
0.0,-0.11679207869284668,-0.8324752465701621
0.0,-0.19848184588156725,-0.8250165016955856
0.0,-0.29314851234245026,-0.8073003303738199
0.0,-0.3881980171424502,-0.78881848237382
0.0,-0.43358415694702673,-0.7838811883391172
0.0,-0.4424290431032077,-0.7859273926435315
0.0,-0.37083828475039693,-0.7829438946782342
0.0,-0.2942706279503969,-0.7823498349826485
0.0,-0.21770297115039752,-0.7902706269826487
0.0,-0.14019802068951465,-0.8000660063044143
0.0,-0.10613861356317131,-0.8087524749826486
0.0,-0.07973597329650474,-0.8166732669826487
0.0,-0.05333333302983803,-0.8245940589826486
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.016114466871774483,-0.0858638683647473
0.0,-0.012359042242271698,-0.0827105129504777
0.0,-0.029520758508938486,-0.19756199801714502
0.0,-0.046682474775604985,-0.3124134830838118
0.0,-0.06384419104227178,-0.42726496815047943
0.0,-0.08100590730893842,-0.5421164532171452
0.0,-0.09816762357560535,-0.6569679382838128
0.0,-0.11532933984227185,-0.7718194233504793
0.0,-0.14962817412320134,-0.861386138
0.0,-0.17867107838986812,-0.861386138
0.0,-0.20945775991048707,-0.8590611016613964
0.0,-0.24642145617715386,-0.8485000456613961
0.0,-0.2833851524438207,-0.8379389896613963
0.0,-0.32034884871048774,-0.8273779336613961
0.0,-0.357312544977154,-0.8168168776613962
0.0,-0.3878823912539529,-0.8062558216613961
0.0,-0.4091129210385505,-0.8013989389153491
0.0,-0.4233091204101322,-0.7888772704175753
0.0,-0.38856204288951296,-0.748958082489513
0.0,-0.3515983466228465,-0.7119943862228465
0.0,-0.31463465035617927,-0.6750306899561792
0.0,-0.2776709540895129,-0.638066993689513
0.0,-0.22559452144579908,-0.6133097383179308
0.0,-0.11591514672786843,-0.6300478093306444
0.0,0.008177262605464933,-0.640608865597311
0.0,0.09234045877704687,-0.6834935704950849
0.0,0.16098732357704734,-0.7389391150284186
0.0,0.22963418837704622,-0.7943846595617511
0.0,0.29828105317704656,-0.8498302040950844
0.0,0.36692791797704644,-0.9052757486284178
0.0,0.3861386140000002,-0.9207920799999999
0.0,0.3861386140000002,-0.9207920799999999
0.0,0.33860383630760427,-0.9169892976386577
0.0,0.2725972355076041,-0.911708769371991
0.0,0.20659063470760372,-0.9064282411053242
0.0,0.14058403390760488,-0.9011477128386577
0.0,0.07457743310760463,-0.8958671845719911
0.0,0.008570832307604661,-0.8905866563053243
0.0,0.009112920238549975,-0.887207519315349
0.0,0.050047037797612715,-0.8857297735433582
0.0,0.1424562788642794,-0.888370037810025
0.0,0.23486551993094607,-0.8910103020766915
0.0,0.3272747609976125,-0.8936505663433583
0.0,0.3702478332872329,-0.86967135504083
0.0,0.394010209553899,-0.8353479227741638
0.0,0.3974285176229537,-0.8004432313641391
0.0,0.3287816528229536,-0.7634795348308058
0.0,0.26013478802295326,-0.7265158382974721
0.0,0.12684062576869834,-0.6515243196870383
0.0,-0.031575215831301476,-0.5617553426203716
0.0,-0.1748783210542541,-0.48012399285623325
0.0,-0.14676104945365026,-0.48436044543855067
0.0,-0.07283365665365253,-0.5107630857052166
0.0,0.0010937361463487605,-0.5371657259718837
0.0,0.07502112894634877,-0.5635683662385503
0.0,0.16871133080060574,-0.6015961883156519
0.0,0.3324077004006034,-0.6808041091156508
0.0,0.4961040700006009,-0.7600120299156496
0.0,0.5800303806689464,-0.821782178
0.0,0.519304308135614,-0.821782178
0.0,0.46729712193075157,-0.825850991651264
0.0,0.446175009664085,-0.8443328399179307
0.0,0.42505289739741814,-0.8628146881845977
0.0,0.4039307851307518,-0.8812965364512637
0.0,0.38280867286408465,-0.899778384717931
0.0,0.37505551966180517,-0.9182602329845975
0.0,0.3062801871431657,-0.8720947836049702
0.0,0.22735834802583654,-0.814757873012714
0.0,0.23316091383069804,-0.7935273432281165
0.0,0.22788038583069806,-0.7671247029614494
0.0,0.22259985783069822,-0.7407220626947837
0.0,0.2173193298306981,-0.7143194224281164
0.0,0.21203880183069798,-0.6879167821614499
0.0,0.23989004194934155,-0.6812769510077459
0.0,0.3851045632826725,-0.7446432878077449
0.0,0.40830480128435026,-0.7600512016026891
0.0,0.32909688048434815,-0.7494901453360222
0.0,0.24988895968435074,-0.7389290890693558
0.0,0.17068103888434918,-0.7283680328026889
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.03648454438723405,-0.07359333171032574
0.0,-0.05316908850889064,-0.08653008503453577
0.0,-0.12049582130889064,-0.1961010421012024
0.0,-0.18782255410889037,-0.30567199916786847
0.0,-0.2551492869088895,-0.4152429562345338
0.0,-0.32247601970889067,-0.5248139133012023
0.0,-0.35538088998651335,-0.6282654281330827
0.0,-0.3038957414531784,-0.7167142729330854
0.0,-0.23290487081095507,-0.7734185112318821
0.0,-0.11409298947762181,-0.7522963989652154
